"","Id","TimeToEnd","DistanceToRadar","Composite","HybridScan","HydrometerType","Kdp","RR1","RR2","RR3","RadarQualityIndex","Reflectivity","ReflectivityQC","RhoHV","Velocity","Zdr","LogWaterVolume","MassWeightedMean","MassWeightedSD","Expected"
"48",5,0,"60.0","26.0","21.5","9.0","0.0","0.0",NA,NA,"0.0","22.5","22.5","1.00833",NA,"1.0","-11.6438404797","1.95816111524","0.760990363959",0
"49",5,0,"60.0","22.5","19.5","9.0","0.0","0.0",NA,NA,"0.997987","15.5","15.5","1.05167",NA,"0.4375","-12.8244335345","1.72316628519","0.691994440628",0
"50",5,0,"60.0","17.0","14.0","9.0","0.0","0.0",NA,NA,"0.0","13.5","13.5","0.895","-9.0","-2.1875","-11.4955113687","1.05927343574","0.391724963131",0
"51",5,0,"60.0","24.0",NA,"9.0","0.0","0.0",NA,NA,"0.99659","24.0","24.0","0.978333",NA,"0.0625","-10.6311046229","1.62076207745","0.627097967865",0
"52",5,0,"60.0","20.0",NA,"9.0","0.0","0.0",NA,NA,"0.97116","20.0","20.0","1.00167",NA,"2.0625","-13.0494847526","2.45679741127","0.975245579546",0
"53",5,0,"60.0","17.5","16.5","9.0","0.0","0.0",NA,NA,"0.968709","17.5","17.5","1.01833",NA,"0.625","-12.4712061605","1.78860878333","0.697306959147",0
"54",5,0,"58.0","22.5",NA,"7.0","0.0","0.0",NA,NA,"1.0","3.5","3.5","1.02167","-5.5","-0.25","nan","nan","nan",0
"55",5,0,"58.0","28.0",NA,"8.0","0.0","0.0",NA,NA,"1.0","14.5",NA,"1.005","-3.5","0.125","nan","nan","nan",0
"56",6,0,"1.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"-13.5",NA,"1.05167","15.0","-0.9375","nan","nan","nan",0
"57",6,0,"1.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"-8.5",NA,"0.988333","8.0","0.8125","nan","nan","nan",0
"58",6,0,"1.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"9.5",NA,"0.298333","5.5","3.1875","nan","nan","nan",0
"59",6,0,"1.0","-4.0",NA,"8.0","0.0","0.0",NA,NA,NA,"14.0",NA,"0.215","7.5","3.3125","nan","nan","nan",0
"60",6,0,"1.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"13.0",NA,"0.301667","7.0","-1.1875","nan","nan","nan",0
"61",6,0,"1.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"15.5",NA,"0.235","7.0","1.6875","nan","nan","nan",0
"62",7,0,"42.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0483593","15.5",NA,"0.901667","-2.0","7.5","nan","nan","nan",0
"63",7,0,"42.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0583249","16.0",NA,"0.661667","13.5","-0.0625","nan","nan","nan",0
"64",7,0,"42.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.103542","3.5",NA,"0.688333","-3.5","5.5625","nan","nan","nan",0
"65",7,0,"42.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0419694","-6.5",NA,"0.465","5.5","-4.5625","nan","nan","nan",0
"66",7,0,"42.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0695798","13.5",NA,"0.845","-4.5","1.5","nan","nan","nan",0
"67",7,0,"42.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.128529","15.0",NA,"0.728333","3.0","1.5625","nan","nan","nan",0
"68",7,0,"42.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0904659","18.0",NA,"0.755","-1.5","2.8125","nan","nan","nan",0
"69",7,0,"42.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0664222","3.0",NA,"0.541667","1.0","7.9375","nan","nan","nan",0
"70",7,0,"42.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.033234","17.5",NA,"0.208333","0.5","3.3125","nan","nan","nan",0
"71",7,0,"42.0",NA,NA,"8.0","0.0",NA,NA,NA,"0.077143","21.0",NA,"0.908333","3.5","3.6875","nan","nan","nan",0
"72",7,0,"42.0",NA,NA,"8.0","0.0",NA,NA,NA,"0.0818211","14.0",NA,"0.965","7.5","-2.3125","nan","nan","nan",0
"73",7,0,"42.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.117447","8.0",NA,"0.541667","4.0","2.3125","nan","nan","nan",0
"74",7,0,"42.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0316389","10.0",NA,"0.295","2.5","4.75","nan","nan","nan",0
"75",7,0,"42.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.187933","-2.0",NA,"0.811667","-2.0","3.375","nan","nan","nan",0
"76",8,0,"10.0","26.0","47.0","9.0","0.0","0.0",NA,NA,"1.0","26.0","26.0","0.958333","10.5","0.375","-10.3712052779","1.73805086725","0.653683396104",5.6
"77",8,0,"10.0","38.0","44.0","13.0","0.0","6.048","9.72906","-1.31778","1.0","38.0","38.0","0.978333","10.0","-0.3125","-7.19622143405","1.51845864912","0.585207001984",5.6
"78",8,0,"10.0","39.5","42.0","13.0","0.0","4.66107","6.48322","18.6753","1.0","37.0","37.0","0.988333","10.0","0.5625","-8.05001158701","1.84691847908","0.691357250364",5.6
"79",8,0,"10.0","36.0","32.0","13.0","0.0","4.46988","6.28992","-6.69155","1.0","36.0","36.0","0.991667","12.0","1.0625","-8.54866506399","1.94374575325","0.758948986826",5.6
"80",8,0,"10.0","33.0","41.5","9.0","0.0","3.07344","2.42506","12.8562","1.0","32.5","32.5","0.995","12.5","1.5625","-9.81586114596","2.22583696109","0.876322381382",5.6
"81",8,0,"10.0","37.0","26.5","9.0","0.0","4.99969","4.78497","-8.94944","1.0","37.0","37.0","0.991667","12.5","0.8125","-8.12994044553","1.88769936824","0.739324484335",5.6
"82",8,0,"10.0","37.5","30.5","13.0","0.0","4.3752","6.79837","1.03084","1.0","37.5","37.5","0.988333","14.5","0.1875","-7.62647279713","1.6704439729","0.63283388354",5.6
"83",8,0,"10.0","36.5",NA,"9.0","0.0","0.0",NA,NA,"0.948379","8.5","8.5","0.955",NA,"-1.625","nan","nan","nan",5.6
"84",8,0,"10.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.407035","11.0",NA,"1.05167","16.0","-0.25","nan","nan","nan",5.6
"85",8,0,"8.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"17.5",NA,NA,NA,NA,"nan","nan","nan",5.6
"86",8,0,"20.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"26.5",NA,NA,NA,NA,"nan","nan","nan",5.6
"87",8,0,"20.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"20.5",NA,NA,NA,NA,"nan","nan","nan",5.6
"88",8,0,"20.0","23.5","17.5","9.0","0.0","0.0",NA,NA,NA,"23.5","23.5",NA,NA,NA,"nan","nan","nan",5.6
"89",9,0,"92.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"17.0",NA,"0.948333","-10.0","0.5","nan","nan","nan",0
"90",9,0,"92.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"5.5",NA,"0.641667",NA,"-5.8125","nan","nan","nan",0
"91",10,0,"90.0","13.0","11.0","8.0","0.0","0.0",NA,NA,"0.0789454","13.0","13.0","0.971667","-12.0","2.375","-14.7984398705","2.54496998173","1.05628634415",0
"92",10,0,"90.0","12.0","13.5","9.0","0.0","0.0",NA,NA,"0.765964","12.0","12.0","1.05167","-9.0","0.0","-13.315794926","1.57016791355","0.639012953381",0
"93",10,0,"63.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.178427","4.5",NA,"0.915","-18.5","0.25","nan","nan","nan",0
"94",10,0,"63.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0386251","16.0",NA,"0.208333","-8.5","4.1875","nan","nan","nan",0
"95",10,0,"63.0",NA,"-5.0","8.0","0.0","0.0",NA,NA,"0.0256927","2.5",NA,"0.888333",NA,"4.0625","nan","nan","nan",0
"96",10,0,"12.0","9.5","9.5","8.0","0.0","0.0",NA,NA,"0.936656","9.5","9.5","1.02833","13.5","0.625","-14.1948415861","1.74805358304","0.711764673339",0
"97",10,0,"12.0","11.5","11.5","8.0","0.0","0.0",NA,NA,"0.914586","11.5","11.5","1.05167","14.0","0.875","-14.0125544939","1.85157078465","0.732113508508",0
"98",10,0,"12.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.855509","12.0",NA,"0.985","13.0","-1.5","nan","nan","nan",0
"99",11,0,"39.0","16.0","14.5","8.0","0.0","0.0",NA,NA,NA,"16.0","16.0",NA,NA,NA,"nan","nan","nan",1.5
"100",11,0,"39.0","16.0","16.5","9.0","0.0","0.0",NA,NA,NA,"16.0","16.0",NA,NA,NA,"nan","nan","nan",1.5
"101",11,0,"39.0","23.5","16.0","9.0","0.0","0.0",NA,NA,NA,"23.5","23.5",NA,NA,NA,"nan","nan","nan",1.5
"102",11,0,"39.0","16.0","20.0","9.0","0.0","0.0",NA,NA,NA,"16.0","16.0",NA,NA,NA,"nan","nan","nan",1.5
"103",11,0,"39.0","14.5","20.5","9.0","0.0","0.0",NA,NA,NA,"14.5","14.5",NA,NA,NA,"nan","nan","nan",1.5
"104",11,0,"39.0","24.5","21.5","9.0","0.0","0.0",NA,NA,NA,"24.5","24.5",NA,NA,NA,"nan","nan","nan",1.5
"105",11,0,"39.0","24.0","25.0","9.0","0.0","0.0",NA,NA,NA,"24.0","24.0",NA,NA,NA,"nan","nan","nan",1.5
"106",11,0,"39.0","24.0","21.0","9.0","0.0","0.0",NA,NA,NA,"24.0","24.0",NA,NA,NA,"nan","nan","nan",1.5
"107",11,0,"39.0","20.5","19.0","9.0","0.0","0.0",NA,NA,NA,"20.5","20.5",NA,NA,NA,"nan","nan","nan",1.5
"108",11,0,"39.0","19.5","23.5","9.0","0.0","0.0",NA,NA,NA,"19.5","19.5",NA,NA,NA,"nan","nan","nan",1.5
"109",11,0,"39.0","14.5","22.0","9.0","0.0","0.0",NA,NA,NA,"14.5","14.5",NA,NA,NA,"nan","nan","nan",1.5
"110",11,0,"45.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"16.0",NA,NA,NA,NA,"nan","nan","nan",1.5
"111",11,0,"59.0","33.5","35.0","13.0","0.0","0.0",NA,NA,"1.0","33.5","33.5","0.888333","-15.0","-1.4375","-7.31677186588","1.17561138007","0.457333882535",1.5
"112",11,0,"59.0","33.0","34.0","10.0","0.0","3.10761","5.02463","5.51035","1.0","33.0","33.0","0.941667","-12.0","-0.5","-8.1825296941","1.45766903382","0.554600168275",1.5
"113",11,0,"59.0","35.5","34.5","13.0","0.0","4.88846","7.03575","8.20454","1.0","35.5","35.5","0.961667","-10.5","0.125","-7.98571543476","1.63133159625","0.634069826881",1.5
"114",11,0,"59.0","32.0","33.0","9.0","0.0","3.43367","4.04235","-6.40287","1.0","32.0","32.0","0.985","-8.5","-0.5625","-8.3264191234","1.41497457462","0.54210103815",1.5
"115",11,0,"59.0","32.5","34.0","9.0","0.0","4.24115","4.89367","-3.50258","1.0","32.5","32.5","0.975","-4.5","-0.625","-8.20886425132","1.42317554812","0.541179045572",1.5
"116",11,0,"59.0","36.0","32.5","13.0","0.0","4.39665","6.36833","-7.52721","1.0","36.0","36.0","0.995","-3.5","0.0625","-7.84816709058","1.61013901906","0.631574011301",1.5
"117",11,0,"59.0","38.0","39.0","13.0","0.0","5.84349","8.55266","6.69406","1.0","38.0","38.0","0.988333","-9.0","0.6875","-7.88640686066","1.85128564413","0.734375900421",1.5
"118",11,0,"59.0","36.5","33.5","13.0","0.0","6.58393","9.9885","-1.17985","1.0","36.5","36.5","0.978333","-4.5","0.375","-8.05022855811","1.75939313192","0.688136173609",1.5
"119",11,0,"59.0","36.0","35.0","10.0","0.0","4.7587","6.80427","3.09245","1.0","36.0","36.0","0.965","-10.0","1.5","-8.88227501218","2.13472593065","0.845245446938",1.5
"120",11,0,"59.0","35.0","35.0","9.0","0.0","6.52027","6.7477","-1.4305","1.0","35.0","35.0","0.981667","-2.0","0.25","-8.25397107278","1.69249874377","0.647340656379",1.5
"121",11,0,"59.0","36.5","35.5","13.0","0.0","5.86824","8.13881","-2.39438","1.0","36.5","36.5","0.975","-3.0","0.6875","-8.1713046443","1.82022620601","0.71821279633",1.5
"122",12,0,"54.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.129463","1.0",NA,"1.035","9.0","6.5625","nan","nan","nan",0
"123",12,0,"54.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.02632","1.0",NA,"0.905","-1.5","2.0","nan","nan","nan",0
"124",12,0,"54.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"2.5",NA,"1.05167",NA,"7.9375","nan","nan","nan",0
"125",12,0,"54.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0470137","-3.5",NA,"0.588333",NA,"7.9375","nan","nan","nan",0
"126",12,0,"54.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.120046","0.0",NA,"0.951667","-3.0","0.125","nan","nan","nan",0
"127",12,0,"54.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"-3.0",NA,NA,NA,NA,"nan","nan","nan",0
"128",12,0,"54.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0606696","-2.0",NA,"1.05167",NA,"6.1875","nan","nan","nan",0
"129",12,0,"54.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.101632","6.0",NA,"0.895","-5.0","7.9375","nan","nan","nan",0
"130",13,0,"61.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0488619","9.0",NA,"0.815","-12.0","5.0","nan","nan","nan",0
"131",13,0,"61.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.034898","1.5",NA,"0.861667",NA,"4.5625","nan","nan","nan",0
"132",13,0,"61.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.261684","3.5",NA,"1.05167","-9.0","1.0","nan","nan","nan",0
"133",13,0,"61.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.124458","5.5",NA,"0.978333","-12.5","3.0","nan","nan","nan",0
"134",13,0,"61.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0866299","7.5",NA,"1.05167","-7.5","5.25","nan","nan","nan",0
"135",13,0,"61.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.378501","3.0",NA,"1.05167","-6.5","-2.125","nan","nan","nan",0
"136",13,0,"61.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0507948","11.0",NA,"0.975","-10.5","5.3125","nan","nan","nan",0
"137",13,0,"61.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0553127","8.5",NA,"0.701667","-8.0","1.8125","nan","nan","nan",0
"138",13,0,"61.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.139047","8.5",NA,"0.875","-9.0","1.25","nan","nan","nan",0
"139",13,0,"61.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.273943","6.5",NA,"0.925","-6.0","2.375","nan","nan","nan",0
"140",13,0,"61.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.396265","5.0",NA,"0.828333","-7.5","0.5","nan","nan","nan",0
"141",13,0,"61.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0393783","6.5",NA,"0.708333","-5.0","2.125","nan","nan","nan",0
"142",13,0,"61.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.082994","7.0",NA,"0.885","-8.0","3.9375","nan","nan","nan",0
"143",14,0,"94.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.136066","1.0",NA,"1.05167","-13.0","5.4375","nan","nan","nan",0
"144",14,0,"94.0",NA,NA,"6.0","0.0","0.0",NA,NA,"0.19765","11.5",NA,"0.868333","-11.5","1.875","nan","nan","nan",0
"145",14,0,"94.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0344786","12.0",NA,"0.665","-10.5","2.875","nan","nan","nan",0
"146",14,0,"94.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.048176","12.0",NA,"0.805","-12.0","6.375","nan","nan","nan",0
"147",14,0,"94.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0878565","11.0",NA,"0.861667","-20.0","2.0625","nan","nan","nan",0
"148",14,0,"94.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0419591","14.5",NA,"0.751667","-13.5","3.6875","nan","nan","nan",0
"149",15,0,"51.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"9.0",NA,"0.965","10.0","1.625","nan","nan","nan",0
"150",15,0,"51.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"4.0",NA,"0.758333","6.0","-3.6875","nan","nan","nan",0
"151",15,0,"51.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"2.0",NA,"0.265","-6.5","-2.1875","nan","nan","nan",0
"152",15,0,"51.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"6.5",NA,"0.428333","8.0","-2.9375","nan","nan","nan",0
"153",15,0,"51.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"3.5",NA,"0.555","7.0","-6.5625","nan","nan","nan",0
"154",15,0,"51.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"5.5",NA,"0.678333","0.0","-1.875","nan","nan","nan",0
"155",16,0,"90.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0903232","4.5",NA,"0.768333","-4.0","2.375","nan","nan","nan",0
"156",16,0,"90.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.109509","10.0",NA,"0.558333","-0.5","-0.625","nan","nan","nan",0
"157",16,0,"90.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0335321","6.0",NA,"0.618333","3.5","3.1875","nan","nan","nan",0
"158",16,0,"90.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0500252","9.0",NA,"0.535","-0.5","3.0","nan","nan","nan",0
"159",16,0,"90.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.665488","2.0",NA,"0.828333","-5.5","-0.1875","nan","nan","nan",0
"160",16,0,"90.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.021187","11.0",NA,"0.445","-2.5","2.4375","nan","nan","nan",0
"161",17,0,"82.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0351551","3.5",NA,"0.715","-0.5","6.9375","nan","nan","nan",0
"162",17,0,"82.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0254175","-1.5",NA,"1.05167","3.5","2.1875","nan","nan","nan",0
"163",17,0,"82.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0660286","0.5",NA,"0.628333","4.0","2.9375","nan","nan","nan",0
"164",17,0,"82.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"1.0",NA,"0.788333",NA,"0.9375","nan","nan","nan",0
"165",18,0,"4.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","1.0",NA,"0.711667","0.5","3.5625","nan","nan","nan",0
"166",18,0,"4.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-0.5",NA,"0.505","11.5","3.3125","nan","nan","nan",0
"167",19,0,"38.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","2.5",NA,"0.908333",NA,"1.875",NA,NA,NA,0
"168",20,0,"27.0",NA,"12.5","8.0","0.0","0.0",NA,NA,"0.500568","13.0",NA,"0.888333","-3.5","0.5625","nan","nan","nan",0
"169",20,0,"27.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.653466","15.5",NA,"0.808333","-1.0","-0.3125","nan","nan","nan",0
"170",20,0,"27.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0465356","13.5",NA,"0.638333","-0.5","0.375","nan","nan","nan",0
"171",20,0,"27.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.27436","7.0",NA,"0.815","1.0","0.375","nan","nan","nan",0
"172",20,0,"27.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0336375","17.5",NA,"0.448333","-0.5","2.8125","nan","nan","nan",0
"173",20,0,"27.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0203525","11.0",NA,"0.745","-2.0","2.625","nan","nan","nan",0
