,0
527,1995
528,1972
529,2000
530,1999
531,1978
532,1997
533,1983
534,2010
535,1991
536,1994
537,2012
538,1980
539,2003
540,1979
541,2010
542,2009
543,2009
544,2010
545,2000
546,2000
547,2010
548,1992
549,2000
550,1994
551,1995
552,1980
553,2006
554,2009
555,1980
556,1986
557,2006
558,1992
559,2000
560,2000
561,1996
562,1989
563,1996
564,2008
565,1983
566,2002
567,2006
568,1990
569,2009
570,2012
571,1971
572,1990
573,2000
574,1985
575,2008
576,2000
577,1982
578,2008
579,1970
580,2000
581,2001
582,1978
583,1988
584,1994
585,1987
586,2003
587,1995
588,2010
589,2008
590,2009
591,1998
592,1999
593,2001
594,2002
595,2011
596,1986
597,2009
598,2010
599,1972
600,2007
601,2007
602,2002
603,2009
604,2004
605,1966
606,2011
607,2010
608,1976
609,1978
610,1999
611,1964
612,1975
613,1980
614,1988
615,1986
616,2007
617,2007
618,1990
619,1983
620,1985
621,2003
622,1985
623,2006
624,1977
625,2008
626,2007
627,1995
628,2011
629,2011
630,1975
631,1996
632,1997
633,1978
634,2012
635,2011
636,1998
637,1998
638,1989
639,2007
640,2005
641,2010
642,1997
643,2010
644,1982
645,1974
646,1982
647,2012
648,1988
649,2007
650,1995
651,1998
652,2008
653,2008
654,2003
655,1986
656,2009
657,1995
658,1974
659,2009
660,1978
661,2000
662,1970
663,1967
664,1987
665,1982
666,2007
667,2011
668,1994
669,1989
670,1979
671,2009
672,2010
673,1992
674,1975
675,1996
676,2000
677,1985
678,2011
679,1998
680,1973
681,2003
682,2009
683,1996
684,2012
685,2011
686,1998
687,1983
688,1998
689,1992
690,1998
691,2002
692,1980
693,1975
694,1998
695,1982
696,1983
697,2009
698,2003
699,1982
700,1992
701,2010
702,1975
703,2009
704,1996
705,2008
706,2008
707,2002
708,1985
709,1978
710,2007
711,2010
712,1995
713,1978
714,1972
715,1972
716,2004
717,1972
718,2011
719,1995
720,2011
721,1986
722,1971
723,2010
724,1980
725,1984
726,2009
727,2000
728,2000
729,1995
730,1990
731,2008
732,1996
733,1979
734,2000
735,2012
736,1992
737,2007
738,2011
739,2009
740,1980
741,1967
742,1991
743,2003
744,1983
745,2008
746,2005
747,2008
748,2001
749,2010
750,2002
751,1984
752,2004
753,1995
754,2012
755,1960
756,1990
757,2010
758,1991
759,1995
760,2011
761,1977
762,2004
763,2010
764,1983
765,1972
766,1972
767,2008
768,1996
769,2000
770,1994
771,2008
772,1978
773,1994
774,1985
775,2005
776,2003
777,1999
778,2010
779,1978
780,1998
781,2010
782,1995
783,2006
784,1990
785,1996
786,2000
787,1982
788,1998
789,1995
790,1982
791,1996
792,2011
793,1972
794,2008
795,2003
796,2009
797,1991
798,2009
799,2010
800,2002
801,2011
802,2007
803,1990
804,1993
805,2009
806,2007
807,1972
808,1989
809,1974
810,1982
811,1975
812,1974
813,1996
814,1998
815,2001
816,2011
817,2006
818,2002
819,2007
820,2002
821,2007
822,2000
823,1972
824,2000
825,1983
826,2000
827,2005
828,1991
829,1986
830,1970
831,1999
832,2008
833,1985
834,1978
835,1975
836,1980
837,2003
838,1984
839,2010
840,1983
841,1993
842,2007
843,1980
844,2010
845,1974
846,1992
847,2000
848,2010
849,2006
850,1976
851,1972
852,2007
853,2000
854,2000
855,2011
856,1982
857,1998
858,1976
859,2003
860,1983
861,2002
862,2005
863,1999
864,1975
865,1993
866,1976
867,2009
868,1987
869,2004
870,1974
871,2005
872,1998
873,2005
874,2011
875,1979
876,1980
877,1985
878,1972
879,2002
880,2009
881,2009
882,2005
883,1998
884,2009
885,2007
886,2006
887,1980
888,1985
889,1989
890,2010
891,1970
892,1991
893,1986
894,1967
895,1974
896,1995
897,1985
898,1980
899,2005
900,2009
901,2011
902,1997
903,2006
904,1988
905,1989
906,2012
907,2009
908,2010
909,1993
910,1974
911,1988
912,2010
913,2008
914,1988
915,2008
916,1975
917,1990
918,1976
919,2008
920,1997
921,1990
922,1999
923,2002
924,1975
925,2009
926,2005
927,1982
928,1999
929,1971
930,1970
931,2011
932,1992
933,2003
934,1972
935,2009
936,1970
937,1999
938,1990
939,1992
940,2008
941,1997
942,2010
943,1965
944,1985
945,2009
946,2008
947,1978
948,2000
949,2007
950,1975
951,1995
952,1974
953,1998
954,1997
955,2010
956,1970
957,2000
958,1980
959,2000
960,2000
961,2011
962,1991
963,1974
964,2009
965,1983
966,1991
967,2008
968,1972
969,2008
970,2005
971,1995
972,2009
973,2004
974,1996
975,1987
976,2000
977,2010
978,1986
979,2008
980,2008
981,1963
982,2009
983,2000
984,1991
985,2006
986,2005
987,2001
988,1976
989,1968
990,2003
991,2005
992,1993
993,2003
994,1974
995,2010
996,1983
997,2009
998,1996
999,1984
1000,2008
1001,2004
1002,1975
1003,1976
1004,2001
1005,1970
1006,2002
1007,1998
1008,1967
1009,1989
1010,2003
1011,2005
1012,1999
1013,2000
1014,1996
1015,2002
1016,2004
1017,2008
1018,2006
1019,1974
1020,2011
1021,2010
1022,1974
1023,1995
1024,2000
1025,2007
1026,1995
1027,2000
1028,1970
1029,2003
1030,1996
1031,2005
1032,2008
1033,2009
1034,2000
1035,1996
1036,1996
1037,1984
1038,1995
1039,1989
1040,1996
1041,2010
1042,2000
1043,1975
1044,1990
1045,1992
1046,2010
1047,2003
1048,2010
1049,2009
1050,1987
1051,1985
1052,1976
1053,1995
1054,1999
1055,1985
1056,1975
1057,1996
1058,1978
1059,1980
1060,2012
1061,2005
1062,2006
1063,1979
1064,1985
1065,1974
1066,2000
1067,1993
1068,1996
1069,1998
1070,1986
1071,2000
1072,2010
1073,1975
1074,2008
1075,1990
1076,1988
1077,1993
1078,2010
1079,2005
1080,1996
1081,1996
1082,2002
1083,1970
1084,1988
1085,1998
1086,2008
1087,2008
1088,1998
1089,1999
1090,1990
1091,1975
1092,1992
1093,2008
1094,1983
1095,1998
1096,2009
1097,2008
1098,2004
1099,2009
1100,1974
1101,1994
1102,2009
1103,1972
1104,2003
1105,1996
1106,2004
1107,2000
1108,1978
1109,1985
1110,1999
1111,1993
1112,1985
1113,2007
1114,2008
1115,1999
1116,1998
1117,2003
1118,2007
1119,1970
1120,2010
1121,2010
1122,1990
1123,2008
1124,2010
1125,2009
1126,1989
1127,2003
1128,1972
1129,2003
1130,1978
1131,1996
1132,1978
1133,2001
1134,2000
1135,1997
1136,2008
1137,1999
1138,1998
1139,2005
1140,1993
1141,2010
1142,1961
1143,1995
1144,2000
1145,1992
1146,2004
1147,1990
1148,1970
1149,1989
1150,1997
1151,1988
1152,2008
1153,1975
1154,1960
1155,1999
1156,2005
1157,1984
1158,1984
1159,2008
1160,2003
1161,2010
1162,2002
1163,2000
1164,1996
1165,1988
1166,1977
1167,1978
1168,2001
1169,1993
1170,2000
1171,2008
1172,2012
1173,1975
1174,2002
1175,1973
1176,2010
1177,1999
1178,1973
1179,1978
1180,1974
1181,2000
1182,2000
1183,1970
1184,1995
1185,2011
1186,1984
1187,1976
1188,1992
1189,1985
1190,1980
1191,1972
1192,1960
1193,1994
1194,2005
1195,2009
1196,1990
1197,1973
1198,1990
1199,2006
1200,2003
1201,1995
1202,2008
1203,1977
1204,1995
1205,1978
1206,2002
1207,1988
1208,2003
1209,2003
1210,2012
1211,2006
1212,2012
1213,1979
1214,1994
1215,1989
1216,1994
1217,1988
1218,2010
1219,2002
1220,1980
1221,1993
1222,1980
1223,1994
1224,2002
1225,1988
1226,2009
1227,1976
1228,2007
1229,1982
1230,1984
1231,1999
1232,2000
1233,1994
1234,1973
1235,2010
1236,1974
1237,1999
1238,1984
1239,1975
1240,2012
1241,2009
1242,2011
1243,2006
1244,1984
1245,2005
1246,1980
1247,2009
1248,1985
1249,1990
1250,1990
1251,1994
1252,2010
1253,1995
1254,2010
1255,1989
1256,2004
1257,2009
1258,2006
1259,2000
1260,1990
1261,1989
1262,2001
1263,1995
1264,2002
1265,2010
1266,2009
1267,1988
1268,2009
1269,1998
1270,2003
1271,1990
1272,2010
1273,1975
1274,1969
1275,2007
1276,1994
1277,1970
1278,2010
1279,1982
1280,1963
1281,2008
1282,1981
1283,1999
1284,2006
1285,2010
1286,1983
1287,1972
1288,1999
1289,2013
1290,1980
1291,1985
1292,1989
1293,1982
1294,1980
1295,2009
1296,1998
1297,1983
1298,2007
1299,2008
1300,2004
1301,1998
1302,2012
1303,1986
1304,1988
1305,1972
1306,2009
1307,2009
1308,1970
1309,2009
1310,2008
1311,1991
1312,1999
1313,1997
1314,1978
1315,2000
1316,2007
1317,2009
1318,2009
1319,1964
1320,2002
1321,2008
1322,1979
1323,2010
1324,2009
1325,2008
1326,1985
1327,1993
1328,2001
1329,1980
1330,2010
1331,2004
1332,1971
1333,1980
1334,1993
1335,1981
1336,1974
1337,2007
1338,2005
1339,2010
1340,1974
1341,2008
1342,2002
1343,2006
1344,2000
1345,1980
1346,2009
1347,1994
1348,1982
1349,2011
1350,2006
1351,2010
1352,1997
1353,1998
1354,2007
1355,2010
1356,2004
1357,1972
1358,2008
1359,1998
1360,2008
1361,2009
1362,2002
1363,2009
1364,1979
1365,1978
1366,2009
1367,2010
1368,1991
1369,1977
1370,2013
1371,1988
1372,2011
1373,1994
1374,1967
1375,1982
1376,2003
1377,2005
1378,2004
1379,2012
1380,2009
1381,1997
1382,2011
1383,2011
1384,2006
1385,1971
1386,1978
1387,2004
1388,1986
1389,2000
1390,1998
1391,2010
1392,1997
1393,1977
1394,1982
1395,2005
1396,1977
1397,2010
1398,1967
1399,1974
1400,2007
1401,2006
1402,1985
1403,2001
1404,2010
1405,2000
1406,2010
1407,2007
1408,2005
1409,1982
1410,2010
1411,2010
1412,1993
1413,1981
1414,2006
1415,2005
1416,2010
1417,1984
1418,2000
1419,2000
1420,1986
1421,1980
1422,1983
1423,2010
1424,1984
1425,2001
1426,2009
1427,2009
1428,1985
1429,2004
1430,1972
1431,2013
1432,2010
1433,2007
1434,2007
1435,2006
1436,2011
1437,1998
1438,2010
1439,2009
1440,2008
1441,2011
1442,1988
1443,2008
1444,1975
1445,2006
1446,1999
1447,1985
1448,2000
1449,1985
1450,2008
1451,2001
1452,2011
1453,2003
1454,1984
1455,2004
1456,1994
1457,1997
1458,2000
1459,2009
1460,1996
1461,2008
1462,1981
1463,1999
1464,2009
1465,1995
1466,1990
1467,1998
1468,2008
1469,1994
1470,1993
1471,2011
1472,2002
1473,2011
1474,2010
1475,1989
1476,2004
1477,2010
1478,1994
1479,1977
1480,2006
1481,1999
1482,2011
1483,1960
1484,1983
1485,1999
1486,1992
1487,1998
1488,2000
1489,2012
1490,1990
1491,2003
1492,1978
1493,2008
1494,1993
1495,1988
1496,2000
1497,1998
1498,2004
1499,1998
1500,1978
1501,2006
1502,1984
1503,1993
1504,1989
1505,2011
1506,2011
1507,2000
1508,1992
1509,2010
1510,1989
1511,1972
1512,1999
1513,1993
1514,1982
1515,2010
1516,1972
1517,1999
1518,1982
1519,1990
1520,1970
1521,1999
1522,1972
1523,2007
1524,2000
1525,1972
1526,2002
1527,1996
1528,2005
1529,1984
1530,2002
1531,2004
1532,2002
1533,1993
1534,2004
1535,2000
1536,1975
1537,1983
1538,1975
1539,1972
1540,2002
1541,2004
1542,1980
1543,2010
1544,1999
1545,2000
1546,1985
1547,2013
1548,1982
1549,1995
1550,2011
1551,2008
1552,1998
1553,2004
1554,2009
1555,2010
1556,1982
1557,1994
1558,2004
1559,1992
1560,2008
1561,1993
1562,1978
1563,1972
1564,2008
1565,2011
1566,2010
1567,1993
1568,2010
1569,2007
1570,1973
1571,2004
1572,1990
1573,2009
1574,1980
1575,2000
1576,1989
1577,1974
1578,2008
1579,2006
1580,1984
1581,2008
1582,1981
1583,1968
1584,1995
1585,1996
1586,2000
1587,2010
1588,2002
1589,1970
1590,1984
1591,2000
1592,2006
1593,1981
1594,2007
1595,1988
1596,1977
1597,2006
1598,1999
1599,2008
1600,1978
1601,2007
1602,1997
1603,1985
1604,2009
1605,1982
1606,1970
1607,2005
1608,1999
1609,1972
1610,2004
1611,2006
1612,2004
1613,1978
1614,1978
1615,1976
1616,1982
1617,1986
1618,2009
1619,1988
1620,2008
1621,2006
1622,2005
1623,2008
1624,2012
1625,1986
1626,2000
1627,2010
1628,1978
1629,1994
1630,1995
1631,2010
1632,2008
1633,2008
1634,1990
1635,2000
1636,1974
1637,1980
1638,2012
1639,2000
1640,2005
1641,1980
1642,2010
1643,1983
1644,2005
1645,1997
1646,1984
1647,1972
1648,2000
1649,2009
1650,2000
1651,2000
1652,2000
1653,2010
1654,1999
1655,1972
1656,2008
1657,2000
1658,2010
1659,2007
1660,2004
1661,1998
1662,2002
1663,2009
1664,2002
1665,1997
1666,1980
1667,2002
1668,2007
1669,2008
1670,1972
1671,2000
1672,2001
1673,2006
1674,2006
1675,1986
1676,2009
1677,2010
1678,1986
1679,2005
1680,2000
1681,1999
1682,1978
1683,1984
1684,2004
1685,1994
1686,1996
1687,1998
1688,2010
1689,1996
1690,1994
1691,1999
1692,1998
1693,1984
1694,2009
1695,2007
1696,2008
1697,2010
1698,1996
1699,2002
1700,2005
1701,2012
1702,1995
1703,1985
1704,2012
1705,1977
1706,2009
1707,2001
1708,2005
1709,2010
1710,2008
1711,1998
1712,2011
1713,1984
1714,1978
1715,1996
1716,1987
1717,1997
1718,2010
1719,2009
1720,2008
1721,2004
1722,2010
1723,1998
1724,2010
1725,1990
1726,2004
1727,1992
1728,1972
1729,2006
1730,2002
1731,2000
1732,1992
1733,2003
1734,2002
1735,1984
1736,1972
1737,2010
1738,2010
1739,1997
1740,2007
1741,1989
1742,2002
1743,2007
1744,2003
1745,2003
1746,2005
1747,2011
1748,1980
1749,2003
1750,1980
1751,2008
1752,1986
1753,2009
1754,1984
1755,2007
1756,1973
1757,1990
1758,1999
1759,1978
1760,2003
1761,1978
1762,1981
1763,1987
1764,2010
1765,2005
1766,2008
1767,2002
1768,1978
1769,2007
1770,2012
1771,1990
1772,1994
1773,2005
1774,1988
1775,1996
1776,2008
1777,2008
1778,2009
1779,1978
1780,1978
1781,2006
1782,2002
1783,2004
1784,2008
1785,2003
1786,2006
1787,1998
1788,2013
1789,2003
1790,1982
1791,2004
1792,2008
1793,2002
1794,2001
1795,1996
1796,2006
1797,2007
1798,1997
1799,2008
1800,1988
1801,2013
1802,2009
1803,2000
1804,1994
1805,2006
1806,2009
1807,1996
1808,1988
1809,1986
1810,2006
1811,2004
1812,1993
1813,1984
1814,1983
1815,2011
1816,1986
1817,1984
1818,2010
1819,2007
1820,2008
1821,1977
1822,2010
1823,1986
1824,2007
1825,2012
1826,1985
1827,2006
1828,1995
1829,2012
1830,2010
1831,2009
1832,1984
1833,2009
1834,2010
1835,2002
1836,1979
1837,1986
1838,2008
1839,2010
1840,1967
1841,2003
1842,2010
1843,1995
1844,2010
1845,2000
1846,2003
1847,1998
1848,1990
1849,1970
1850,2006
1851,1986
1852,2009
1853,2003
1854,1978
1855,2002
1856,1982
1857,1995
1858,1990
1859,1985
1860,2006
1861,2010
1862,1984
1863,1984
1864,1983
1865,1986
1866,1986
1867,2000
1868,1990
1869,2006
1870,2010
1871,1987
1872,1999
1873,1985
1874,2006
1875,2010
1876,2003
1877,2007
1878,1997
1879,1985
1880,1980
1881,1994
1882,2007
1883,2000
1884,1985
1885,1995
1886,1978
1887,2007
1888,1995
1889,1985
1890,1978
1891,2007
1892,1974
1893,2002
1894,2009
1895,2009
1896,2001
1897,2009
1898,2007
1899,1986
1900,2008
1901,1989
1902,1975
1903,2009
1904,1996
1905,1970
1906,2011
1907,1978
1908,1997
1909,2012
1910,1976
1911,2004
1912,1982
1913,1974
1914,1993
1915,1977
1916,2007
1917,2008
1918,1976
1919,1994
1920,2007
1921,1977
1922,1982
1923,2000
1924,2002
1925,1978
1926,2005
1927,2003
1928,2011
1929,1997
1930,1987
1931,1979
1932,1994
1933,1986
1934,1987
1935,1985
1936,1972
1937,2003
1938,2002
1939,1988
1940,1972
1941,2011
1942,2006
1943,2012
1944,1998
1945,1972
1946,1972
1947,1992
1948,2011
1949,2008
1950,2007
1951,1986
1952,1997
1953,1993
1954,1978
1955,2003
1956,1994
1957,1974
1958,2006
1959,1996
1960,2010
1961,1978
1962,2000
1963,1990
1964,2006
1965,2008
1966,2009
1967,2006
1968,2000
1969,2010
1970,1993
1971,1989
1972,2005
1973,2002
1974,1994
1975,1985
1976,2010
1977,2000
1978,2008
1979,1982
1980,2003
1981,1996
1982,1999
1983,2013
1984,2006
1985,2007
1986,1997
1987,2002
1988,2002
1989,2006
1990,1974
1991,2010
1992,1972
1993,1963
1994,1963
1995,1979
1996,1979
1997,2002
1998,2008
1999,2002
2000,2008
2001,2000
2002,1995
2003,2003
2004,1987
2005,1970
2006,2007
2007,1982
2008,2009
2009,2002
2010,2004
2011,1980
2012,2007
2013,1974
2014,2003
2015,2004
2016,1999
2017,1970
2018,2011
2019,2008
2020,1999
2021,1991
2022,2000
2023,2010
2024,2006
2025,1990
2026,1998
2027,1974
2028,2010
2029,1995
2030,2008
2031,1974
2032,2008
2033,1995
2034,1982
2035,2009
2036,1999
2037,1992
2038,1995
2039,1990
2040,2010
2041,1982
2042,1996
2043,2008
2044,1978
2045,2010
2046,2006
2047,2000
2048,2007
2049,1972
2050,1996
2051,1983
2052,2009
2053,2003
2054,2009
2055,2008
2056,2012
2057,1970
2058,2008
2059,2009
2060,1985
2061,1989
2062,2008
2063,2004
2064,2008
2065,1968
2066,2008
2067,1995
2068,1993
2069,1988
2070,2007
2071,2006
2072,2003
2073,1984
2074,1985
2075,2007
2076,1970
2077,2010
2078,1998
2079,2006
2080,2002
2081,1998
2082,1979
2083,2006
2084,1994
2085,2006
2086,1993
2087,1984
2088,1970
2089,1985
2090,2009
2091,1963
2092,2008
2093,2007
2094,2004
2095,2008
2096,1974
2097,1970
2098,1975
2099,2009
2100,1979
2101,1968
2102,2010
2103,2006
2104,2003
2105,1990
2106,1990
2107,2007
2108,2002
2109,2011
2110,2002
2111,2010
2112,1971
2113,1980
2114,1992
2115,2013
2116,1994
2117,1990
2118,1985
2119,1999
2120,1993
2121,1967
2122,1974
2123,1996
2124,2008
2125,1998
2126,2010
2127,1978
2128,1967
2129,2002
2130,1997
2131,1999
2132,2009
2133,1977
2134,2003
2135,2004
2136,2009
2137,2006
2138,2000
2139,1998
2140,2000
2141,1986
2142,2005
2143,1986
2144,1985
2145,1996
2146,2007
2147,1978
2148,2006
2149,2000
2150,1996
2151,2007
2152,2002
2153,1988
2154,1973
2155,1974
2156,1974
2157,1995
2158,1994
2159,1977
2160,2009
2161,2006
2162,1980
2163,1982
2164,1993
2165,2000
2166,1992
2167,2007
2168,1985
2169,1993
2170,2008
2171,1976
2172,2009
2173,2007
2174,2000
2175,1985
2176,1978
2177,2000
2178,1985
2179,2000
2180,2010
2181,2012
2182,1977
2183,1978
2184,2002
2185,1992
2186,2010
2187,2010
2188,2007
2189,2009
2190,1999
2191,1974
2192,1975
2193,2009
2194,2010
2195,1978
2196,2006
2197,1985
2198,2006
2199,2003
2200,2010
2201,2008
2202,1978
2203,2008
2204,2009
2205,1997
2206,1983
2207,2000
2208,1997
2209,1990
2210,1981
2211,2000
2212,2005
2213,1998
2214,1990
2215,2012
2216,2000
2217,1982
2218,2000
2219,2012
2220,2004
2221,1982
2222,1995
2223,2008
2224,2009
2225,1984
2226,2002
2227,2009
2228,1980
2229,1983
2230,1978
2231,2000
2232,2007
2233,2012
2234,1998
2235,1982
2236,1974
2237,1993
2238,1999
2239,2009
2240,1983
2241,2009
2242,1992
2243,2007
2244,1994
2245,1972
2246,1994
2247,2011
2248,2004
2249,2010
2250,1993
2251,2011
2252,2010
2253,2006
2254,2012
2255,1990
2256,1980
2257,2009
2258,1996
2259,1999
2260,2000
2261,2004
2262,2010
2263,2006
2264,2002
2265,1988
2266,2009
2267,2010
2268,1988
2269,1985
2270,1980
2271,1975
2272,2010
2273,1978
2274,1970
2275,2010
2276,1982
2277,1978
2278,2006
2279,2010
2280,1969
2281,2011
2282,2009
2283,1996
2284,2007
2285,2004
2286,2010
2287,1990
2288,2000
2289,2003
2290,1993
2291,2011
2292,2008
2293,2012
2294,1997
2295,2004
2296,1997
2297,2010
2298,2008
2299,2001
2300,1980
2301,1995
2302,2003
2303,1990
2304,1970
2305,1998
2306,2011
2307,1978
2308,1983
2309,2010
2310,2010
2311,2004
2312,1976
2313,1978
2314,2007
2315,1964
2316,1992
2317,2010
2318,2007
2319,2009
2320,1979
2321,1994
2322,2010
2323,2008
2324,1993
2325,2010
2326,2006
2327,2002
2328,1961
2329,2000
2330,2012
2331,2008
2332,1984
2333,1978
2334,1985
2335,2000
2336,2009
2337,1978
2338,2003
2339,2000
2340,2008
2341,2006
2342,1976
2343,2011
2344,2010
2345,1992
2346,2000
2347,1998
2348,1990
2349,1971
2350,2004
2351,1974
2352,2004
2353,2008
2354,1984
2355,2000
2356,2006
2357,1982
2358,2006
2359,2005
2360,2010
2361,1987
2362,2011
2363,2006
2364,1997
2365,2005
2366,1972
2367,1988
2368,2010
2369,2005
2370,1980
2371,1985
2372,2002
2373,2009
2374,1981
2375,2008
2376,2008
2377,2010
2378,2002
2379,2008
2380,2002
2381,2009
2382,1997
2383,2010
2384,1990
2385,2010
2386,2007
2387,1988
2388,1995
2389,1985
2390,1995
2391,2008
2392,1967
2393,2002
2394,1984
2395,1991
2396,2008
2397,1982
2398,1984
2399,1987
2400,2009
2401,1994
2402,2003
2403,1980
2404,1984
2405,2004
2406,1999
2407,2012
2408,1970
2409,2003
2410,1996
2411,2011
2412,1979
2413,2009
2414,2002
2415,2012
2416,2007
2417,2004
2418,1976
2419,2003
2420,1983
2421,1990
2422,1996
2423,1978
2424,2003
2425,2002
2426,1983
2427,2000
2428,2007
2429,2010
2430,2006
2431,2012
2432,1982
2433,2007
2434,2000
2435,2000
2436,2006
2437,1999
2438,2003
2439,1977
2440,1995
2441,1980
2442,2000
2443,2010
2444,1981
2445,2004
2446,2002
2447,2008
2448,2008
2449,2009
2450,2009
2451,1972
2452,1990
2453,2004
2454,1986
2455,2000
2456,1977
2457,2010
2458,1978
2459,1984
2460,2010
2461,2010
2462,1996
2463,1990
2464,1960
2465,2002
2466,2000
2467,1996
2468,1996
2469,2008
2470,2000
2471,1984
2472,2006
2473,1998
2474,2000
2475,2007
2476,2002
2477,2000
2478,1990
2479,2002
2480,1983
2481,2012
2482,2000
2483,2011
2484,1976
2485,1990
2486,1988
2487,1994
2488,1974
2489,2003
2490,2006
2491,2003
2492,2010
2493,2010
2494,2010
2495,1999
2496,1997
2497,1994
2498,2000
