index,value
523,1992.441763
526,1993.310191
527,1995.919164
528,1999.636897
529,1995.919164
531,1999.636897
532,1999.230694
534,1999.636897
536,1995.919164
537,1995.919164
539,1995.919164
540,1995.919164
543,1995.919164
544,1995.919164
545,1995.919164
546,1995.919164
547,1995.919164
548,1995.919164
549,1993.310191
550,1999.636897
551,1993.310191
552,1995.919164
553,1995.919164
554,1999.636897
557,1992.441763
559,1995.919164
561,1999.636897
562,1999.636897
563,1995.919164
564,1995.919164
566,1995.919164
567,1999.230694
569,1995.919164
570,1995.919164
573,1995.919164
574,1992.441763
575,1995.919164
576,1999.636897
577,1995.919164
578,1999.636897
579,1995.919164
581,1999.230694
582,1995.919164
585,1999.636897
586,1995.919164
587,1995.919164
589,1995.919164
590,1993.310191
591,1995.919164
592,1999.636897
593,1995.919164
594,1999.230694
596,1995.919164
597,1999.636897
598,1995.919164
599,1999.636897
601,1999.636897
605,1999.636897
606,1999.636897
607,1995.919164
608,1999.230694
611,1995.919164
615,1993.310191
616,1999.230694
617,1999.230694
618,1995.919164
620,1995.919164
621,1995.919164
622,1999.230694
624,1999.230694
625,1995.919164
626,1999.636897
628,1999.636897
629,1995.919164
632,1999.230694
634,1995.919164
635,1995.919164
636,1992.441763
638,1999.636897
639,1995.919164
640,1995.919164
641,1995.919164
642,1995.919164
643,1999.230694
644,1999.230694
645,1995.919164
646,1999.230694
649,1999.636897
650,1995.919164
651,1995.919164
653,1995.919164
654,1995.919164
655,1995.919164
657,1995.919164
658,1995.919164
660,1999.636897
661,1995.919164
662,1999.636897
663,1999.636897
664,1995.919164
665,1999.230694
669,1995.919164
670,1995.919164
672,1999.636897
673,1995.919164
674,1999.636897
675,1995.919164
676,1995.919164
677,1999.230694
681,1999.636897
682,1999.230694
684,1995.919164
685,1995.919164
688,1995.919164
689,1992.441763
695,1999.636897
696,1993.310191
698,1999.636897
699,1995.919164
701,1999.636897
702,1999.230694
703,1995.919164
704,1995.919164
706,1999.636897
709,1999.636897
710,1995.919164
711,1995.919164
712,1995.919164
713,1999.636897
715,1995.919164
716,1995.919164
718,1993.310191
719,1995.919164
721,1993.310191
722,1999.636897
726,1995.919164
727,1999.230694
728,1999.230694
729,1995.919164
730,1999.636897
731,1993.310191
734,1992.441763
735,1999.636897
738,1995.919164
742,1995.919164
743,1995.919164
745,1993.310191
746,1999.230694
747,1995.919164
748,1995.919164
749,1995.919164
750,1993.310191
752,1995.919164
754,1992.441763
756,1995.919164
757,1992.441763
758,1993.310191
761,1995.919164
762,1999.636897
763,1995.919164
764,1999.636897
765,1995.919164
766,1992.441763
767,1995.919164
768,1995.919164
769,1999.230694
770,1992.441763
772,1999.230694
773,1999.636897
774,1995.919164
777,1993.310191
779,1999.230694
783,1995.919164
784,1999.636897
786,1995.919164
788,1995.919164
789,1999.230694
790,1995.919164
792,1995.919164
793,1995.919164
794,1995.919164
795,1999.636897
800,1995.919164
801,1999.230694
803,1999.636897
804,1999.636897
805,1995.919164
806,1995.919164
807,1993.310191
808,1995.919164
809,1999.230694
811,1993.310191
812,1995.919164
814,1999.636897
815,1993.310191
817,1995.919164
818,1999.230694
819,1999.230694
820,1995.919164
821,1999.636897
822,1999.230694
823,1995.919164
825,1995.919164
826,1999.230694
829,1999.230694
830,1995.919164
831,1995.919164
833,1995.919164
834,1995.919164
835,1995.919164
836,1995.919164
837,1995.919164
840,1999.230694
841,1999.636897
843,1999.230694
844,1999.230694
849,1999.230694
850,1995.919164
851,1999.636897
853,1995.919164
856,1999.636897
857,1999.636897
858,1995.919164
860,1993.310191
862,1999.230694
863,1993.310191
865,1999.636897
866,1995.919164
867,1999.230694
868,1995.919164
869,1999.230694
870,1995.919164
871,1995.919164
873,1999.230694
876,1999.636897
878,1995.919164
880,1992.441763
881,1995.919164
882,1995.919164
883,1995.919164
884,1992.441763
886,1999.636897
888,1995.919164
889,1993.310191
890,1993.310191
891,1995.919164
894,1993.310191
896,1995.919164
897,1992.441763
898,1995.919164
899,1995.919164
900,1999.636897
901,1995.919164
903,1995.919164
904,1995.919164
905,1995.919164
906,1992.441763
907,1999.636897
910,1995.919164
912,1999.636897
913,1999.230694
914,1993.310191
916,1999.636897
917,1995.919164
919,1995.919164
920,1999.230694
922,1993.310191
924,1999.230694
927,1995.919164
930,1992.441763
931,1995.919164
932,1993.310191
934,1995.919164
936,1995.919164
937,1999.636897
938,1995.919164
940,1999.636897
942,1995.919164
943,1992.441763
944,1999.230694
945,1995.919164
947,1995.919164
948,1999.230694
949,1999.636897
950,1999.230694
951,1995.919164
952,1995.919164
957,1999.636897
958,2005.3875
959,1999.636897
962,1999.636897
963,1995.919164
967,1999.230694
968,1999.636897
969,1992.441763
972,1995.919164
975,1999.636897
976,1999.636897
977,1995.919164
978,1995.919164
979,1999.230694
981,1999.636897
982,1993.310191
983,1993.310191
986,1999.636897
987,1999.636897
988,1995.919164
990,1995.919164
991,1999.230694
993,1995.919164
996,1995.919164
998,1995.919164
999,1995.919164
1000,1995.919164
1002,1995.919164
1004,1995.919164
1006,1999.230694
1007,1995.919164
1009,1999.636897
1011,1993.310191
1014,1995.919164
1015,1995.919164
1016,1999.636897
1017,1993.310191
1018,1995.919164
1020,1999.230694
1022,1995.919164
1023,1995.919164
1026,1999.636897
1027,1995.919164
1030,1995.919164
1031,1995.919164
1033,1993.310191
1034,1995.919164
1035,1995.919164
1037,1995.919164
1040,1999.230694
1041,1995.919164
1042,1995.919164
1043,1995.919164
1044,1999.636897
1045,1999.636897
1046,1995.919164
1047,1995.919164
1048,1999.636897
1049,1999.230694
1051,1999.230694
1056,1995.919164
1057,1993.310191
1058,1999.230694
1059,1995.919164
1060,1999.636897
1061,1995.919164
1062,1995.919164
1063,1999.636897
1064,1995.919164
1065,1995.919164
1066,1999.636897
1068,1999.230694
1069,1992.441763
1070,1999.230694
1072,1993.310191
1073,1995.919164
1074,1999.636897
1075,1995.919164
1076,1995.919164
1077,1995.919164
1080,1999.636897
1081,1999.230694
1083,1995.919164
1085,1999.636897
1087,1993.310191
1088,1999.636897
1089,1995.919164
1090,1995.919164
1091,1993.310191
1092,1995.919164
1093,1999.636897
1096,1993.310191
1098,1999.636897
1099,1995.919164
1100,1995.919164
1101,1995.919164
1103,1995.919164
1107,1999.636897
1111,1995.919164
1112,1995.919164
1114,1995.919164
1115,1999.636897
1116,1995.919164
1123,1999.636897
1125,1995.919164
1129,1992.441763
1130,1999.636897
1131,1995.919164
1132,1995.919164
1134,1999.636897
1135,1999.636897
1137,1995.919164
1138,1999.636897
1139,1999.230694
1143,1999.636897
1144,1993.310191
1146,1995.919164
1147,1999.636897
1148,1993.310191
1150,1993.310191
1154,1995.919164
1155,1995.919164
1156,1995.919164
1160,1995.919164
1161,1995.919164
1164,1995.919164
1166,1995.919164
1170,1999.636897
1172,1995.919164
1174,1995.919164
1175,1999.230694
1176,1993.314286
1177,2005.3875
1178,1995.919164
1179,1995.919164
1180,1995.919164
1182,1993.310191
1184,1999.230694
1185,1995.919164
1189,1995.919164
1192,1999.230694
1193,1995.919164
1194,1992.441763
1195,1999.636897
1196,1995.919164
1197,1999.230694
1198,1999.636897
1199,1999.230694
1200,1995.919164
1202,1995.919164
1203,1995.919164
1204,1999.636897
1205,1999.636897
1207,1995.919164
1209,1995.919164
1210,1995.919164
1211,1995.919164
1213,1995.919164
1214,1993.310191
1215,1999.230694
1216,1995.919164
1220,1993.310191
1221,1995.919164
1222,1995.919164
1224,1995.919164
1225,1999.636897
1226,1999.636897
1229,1995.919164
1230,1995.919164
1231,1995.919164
1233,1995.919164
1234,1995.919164
1235,1999.636897
1237,1999.636897
1238,1995.919164
1239,1993.310191
1241,1995.919164
1242,1995.919164
1245,1993.310191
1246,1995.919164
1249,1995.919164
1254,1995.919164
1257,1995.919164
1258,1999.636897
1259,1999.230694
1260,1999.636897
1261,1995.919164
1262,1995.919164
1266,1993.310191
1267,1995.919164
1269,1995.919164
1271,1995.919164
1272,1999.230694
1273,1999.230694
1274,1999.230694
1275,1995.919164
1276,1995.919164
1277,1992.441763
1278,1999.230694
1280,1999.636897
1281,1999.230694
1282,1995.919164
1283,1995.919164
1284,1995.919164
1285,1999.636897
1286,1995.919164
1287,1999.636897
1288,1995.919164
1289,1995.919164
1290,1995.919164
1291,1999.636897
1293,1993.310191
1294,1993.310191
1295,1999.230694
1297,1995.919164
1298,1999.636897
1299,1999.230694
1300,1992.441763
1301,1993.310191
1302,1992.441763
1304,1999.636897
1305,1995.919164
1306,1995.919164
1307,1993.310191
1308,1999.636897
1309,1999.230694
1310,1999.230694
1311,1999.636897
1312,1995.919164
1313,1995.919164
1314,1995.919164
1316,1995.919164
1317,1999.636897
1318,1995.919164
1324,1995.919164
1325,1992.441763
1327,1995.919164
1329,1993.310191
1330,1995.919164
1331,1999.636897
1332,1995.919164
1336,1999.636897
1337,1999.636897
1338,1999.636897
1339,1999.230694
1340,1999.230694
1342,1995.919164
1343,1999.636897
1344,1999.230694
1345,1995.919164
1347,1993.310191
1350,1999.636897
1352,1995.919164
1353,1995.919164
1355,1995.919164
1356,1995.919164
1358,1995.919164
1359,1995.919164
1360,1992.441763
1363,1999.636897
1365,1995.919164
1366,1995.919164
1367,1995.919164
1368,1995.919164
1371,1995.919164
1372,1993.310191
1373,1995.919164
1374,1995.919164
1376,1995.919164
1379,1999.636897
1380,1993.310191
1381,1995.919164
1382,1995.919164
1383,1995.919164
1384,1999.230694
1385,1999.230694
1386,1999.636897
1388,1999.636897
1389,1995.919164
1390,1995.919164
1391,1999.636897
1393,1999.636897
1395,1999.636897
1397,1999.636897
1399,1995.919164
1400,1999.636897
1401,1995.919164
1403,1995.919164
1404,1995.919164
1406,1995.919164
1407,1999.230694
1408,1992.441763
1410,1995.919164
1411,1999.636897
1412,1995.919164
1414,1999.636897
1415,1999.636897
1416,1995.919164
1418,1993.310191
1419,1993.310191
1421,1999.636897
1422,1999.636897
1425,1995.919164
1426,1993.310191
1427,1993.310191
1429,1999.636897
1430,1999.230694
1431,1999.636897
1432,1999.636897
1434,1999.636897
1435,1999.636897
1437,1995.919164
1438,1999.636897
1439,1993.310191
1440,1999.636897
1442,1999.636897
1447,1999.636897
1448,1995.919164
1453,1999.230694
1455,1993.310191
1456,1995.919164
1457,1999.230694
1460,1995.919164
1461,1999.636897
1464,1995.919164
1465,1995.919164
1466,1995.919164
1468,1999.636897
1470,1995.919164
1471,1995.919164
1472,1995.919164
1474,1999.230694
1475,1999.636897
1476,1995.919164
1477,1992.441763
1479,1995.919164
1482,1999.230694
1484,1999.636897
1485,1995.919164
1486,1999.230694
1488,1995.919164
1489,1999.230694
1490,1999.230694
1491,1993.310191
1493,1995.919164
1494,1995.919164
1495,1999.230694
1496,1995.919164
1497,1995.919164
1498,1999.636897
1501,1999.636897
1504,1993.310191
1505,1995.919164
1507,1995.919164
1509,2005.3875
1510,1995.919164
1512,1995.919164
1513,1995.919164
1514,1995.919164
1515,1999.636897
1517,1995.919164
1518,1995.919164
1519,1995.919164
1520,1993.310191
1522,1999.230694
1524,1999.636897
1526,1995.919164
1527,1995.919164
1528,1993.310191
1529,1995.919164
1532,1995.919164
1533,1995.919164
1534,1999.636897
1536,1995.919164
1537,1995.919164
1539,1995.919164
1540,1993.310191
1541,1995.919164
1542,1999.636897
1543,1995.919164
1546,1995.919164
1547,1999.230694
1548,1999.636897
1550,1995.919164
1551,1995.919164
1552,1993.310191
1553,1995.919164
1555,1995.919164
1556,1995.919164
1557,1995.919164
1558,1995.919164
1559,1999.230694
1560,1995.919164
1562,1995.919164
1563,1995.919164
1566,1995.919164
1567,1995.919164
1568,1995.919164
1570,1992.441763
1573,1999.230694
1575,1995.919164
1576,1999.230694
1577,1995.919164
1579,1995.919164
1580,1995.919164
1581,1999.230694
1585,1999.230694
1586,1995.919164
1590,1995.919164
1591,1993.310191
1592,1995.919164
1594,1995.919164
1595,1993.310191
1596,1993.314286
1597,1995.919164
1599,1993.310191
1603,1999.230694
1604,1993.310191
1605,1999.230694
1607,1992.441763
1608,1995.919164
1609,1995.919164
1610,1995.919164
1612,1995.919164
1613,1999.230694
1614,1999.636897
1615,1995.919164
1616,1995.919164
1617,1995.919164
1618,1995.919164
1620,1995.919164
1621,1995.919164
1625,1995.919164
1627,1992.441763
1628,1993.310191
1629,1993.310191
1630,1995.919164
1631,1999.636897
1633,1999.636897
1635,1999.636897
1636,1999.636897
1637,1995.919164
1638,1992.441763
1639,1993.310191
1640,1999.636897
1641,1993.310191
1643,1995.919164
1647,1995.919164
1648,1995.919164
1649,1995.919164
1650,1995.919164
1651,1999.636897
1652,1999.636897
1655,1999.230694
1656,1995.919164
1657,1999.230694
1658,1995.919164
1660,1992.441763
1662,1993.310191
1665,1999.230694
1666,1999.636897
1667,1995.919164
1668,1999.230694
1670,1999.636897
1671,1995.919164
1673,1999.636897
1674,1995.919164
1675,1992.441763
1676,1999.230694
1677,1995.919164
1678,1999.636897
1681,1999.230694
1682,1995.919164
1684,1999.636897
1687,1999.636897
1688,1999.636897
1690,1995.919164
1691,1995.919164
1692,1992.441763
1693,1995.919164
1694,1993.310191
1695,1995.919164
1696,1995.919164
1697,1995.919164
1700,1999.636897
1701,1999.230694
1702,1992.441763
1703,1999.230694
1704,1995.919164
1705,1993.310191
1706,1999.636897
1707,1995.919164
1710,1995.919164
1711,1992.441763
1712,1995.919164
1713,1993.310191
1714,1995.919164
1715,1995.919164
1716,1999.230694
1718,1995.919164
1719,1999.636897
1720,1995.919164
1722,1999.636897
1724,1995.919164
1726,1992.441763
1729,1999.636897
1730,1999.636897
1731,1995.919164
1732,1995.919164
1733,1995.919164
1740,1995.919164
1742,1999.636897
1743,1995.919164
1744,1995.919164
1745,1995.919164
1746,1995.919164
1749,1999.230694
1750,1999.636897
1751,1995.919164
1752,1992.441763
1756,1995.919164
1757,1992.441763
1758,1999.230694
1759,1995.919164
1761,1993.310191
1762,1999.636897
1763,1999.230694
1764,1995.919164
1765,1995.919164
1767,1995.919164
1768,1993.310191
1769,1999.230694
1771,1995.919164
1772,1995.919164
1776,1993.310191
1777,1993.310191
1779,1999.230694
1780,1995.919164
1786,1999.636897
1787,1999.636897
1789,1995.919164
1791,1995.919164
1792,1999.636897
1793,1995.919164
1794,1999.636897
1795,1993.310191
1796,1993.310191
1799,1999.230694
1800,1995.919164
1803,1995.919164
1804,1995.919164
1805,1995.919164
1806,1995.919164
1807,1999.636897
1808,1995.919164
1809,1999.230694
1811,1995.919164
1812,1999.636897
1814,1999.636897
1815,1995.919164
1818,1999.636897
1819,1993.310191
1823,1995.919164
1824,1995.919164
1825,1992.441763
1826,1992.441763
1827,2005.3875
1828,1992.441763
1832,1995.919164
1833,1995.919164
1834,1999.230694
1835,1999.230694
1836,1995.919164
1838,1999.230694
1840,1995.919164
1842,1999.230694
1843,1995.919164
1844,1999.636897
1846,1993.310191
1849,1992.441763
1851,1995.919164
1852,1992.441763
1853,1999.636897
1855,1995.919164
1859,1999.636897
1860,1995.919164
1861,1999.636897
1862,1999.636897
1863,1995.919164
1866,1995.919164
1867,1999.230694
1868,1999.230694
1870,1999.230694
1874,1995.919164
1875,1999.636897
1876,1995.919164
1877,1995.919164
1879,1999.636897
1880,1992.441763
1881,1995.919164
1883,1993.310191
1886,1993.310191
1887,1999.636897
1888,1995.919164
1889,1999.230694
1890,1999.230694
1891,1999.636897
1892,1999.230694
1893,1999.636897
1894,1995.919164
1895,1995.919164
1896,1999.230694
1897,1995.919164
1901,1999.230694
1902,1993.310191
1903,1995.919164
1904,1999.636897
1905,1995.919164
1906,1995.919164
1908,1999.636897
1909,1995.919164
1910,1995.919164
1911,1995.919164
1912,1995.919164
1913,1995.919164
1915,1995.919164
1916,1993.310191
1917,1999.230694
1919,1999.636897
1920,1995.919164
1921,1993.310191
1922,1995.919164
1923,1995.919164
1924,1995.919164
1925,1995.919164
1926,1995.919164
1927,1995.919164
1928,1992.441763
1929,1995.919164
1931,1995.919164
1932,1995.919164
1933,1995.919164
1934,1995.919164
1940,1995.919164
1941,1995.919164
1942,1999.636897
1943,1995.919164
1945,1999.230694
1947,1993.310191
1948,1999.636897
1949,1999.636897
1951,1999.230694
1952,1999.636897
1956,1993.310191
1957,1995.919164
1958,1995.919164
1960,1999.636897
1962,1993.310191
1967,1995.919164
1968,1999.230694
1970,1995.919164
1971,1995.919164
1972,1999.636897
1973,1999.636897
1974,1995.919164
1975,1993.310191
1976,1999.636897
1977,1999.636897
1978,1999.636897
1980,1995.919164
1981,1995.919164
1982,1993.310191
1984,1995.919164
1986,1999.636897
1987,1995.919164
1988,1995.919164
1994,1993.310191
1995,1995.919164
1996,1995.919164
1999,1995.919164
2000,1995.919164
2002,1995.919164
2003,1995.919164
2006,1995.919164
2008,1995.919164
2009,1999.636897
2010,1999.636897
2011,1993.310191
2012,1999.636897
2013,1993.310191
2014,1995.919164
2015,1999.230694
2016,1992.441763
2019,1995.919164
2022,1992.441763
2023,1995.919164
2024,1995.919164
2025,1999.636897
2026,1995.919164
2028,1995.919164
2030,1999.230694
2031,1999.230694
2032,1995.919164
2035,1999.636897
2036,1999.636897
2037,1995.919164
2038,1995.919164
2039,1993.310191
2042,1999.636897
2044,1993.310191
2048,1995.919164
2049,1995.919164
2050,1995.919164
2051,1995.919164
2052,1995.919164
2053,1995.919164
2054,1995.919164
2055,1999.230694
2056,1999.636897
2057,1993.310191
2059,1999.636897
2061,1999.636897
2062,1999.636897
2063,1999.230694
2064,1999.636897
2065,1995.919164
2066,1999.230694
2067,1995.919164
2069,1995.919164
2070,1995.919164
2072,1995.919164
2073,1995.919164
2074,1999.230694
2076,1995.919164
2077,1995.919164
2083,1999.636897
2084,1995.919164
2086,1999.230694
2087,1999.636897
2090,1995.919164
2091,1999.636897
2092,1995.919164
2094,1992.441763
2095,1999.230694
2097,1999.230694
2098,1999.636897
2099,1993.310191
2100,1999.230694
2101,1995.919164
2104,1999.230694
2105,1995.919164
2106,1995.919164
2108,1999.230694
2111,1995.919164
2112,1999.636897
2116,1995.919164
2119,1999.636897
2120,1999.636897
2121,1995.919164
2122,1995.919164
2124,1995.919164
2125,1995.919164
2128,1993.310191
2129,1999.230694
2130,1993.310191
2131,1995.919164
2132,1993.310191
2133,1995.919164
2134,1995.919164
2136,1995.919164
2137,1999.230694
2138,1999.636897
2139,1999.636897
2140,1995.919164
2141,1999.230694
2142,1995.919164
2143,1993.310191
2144,1999.230694
2145,1995.919164
2146,1999.636897
2147,1995.919164
2148,1999.636897
2149,1995.919164
2151,1999.230694
2152,1995.919164
2153,1995.919164
2154,1995.919164
2155,1999.636897
2156,1995.919164
2160,1995.919164
2162,1995.919164
2163,1995.919164
2164,1993.310191
2167,1993.310191
2168,1995.919164
2169,1999.636897
2172,1995.919164
2173,1993.310191
2174,1995.919164
2175,1995.919164
2176,1992.441763
2177,1999.230694
2178,1995.919164
2179,1999.636897
2183,1995.919164
2184,1993.310191
2185,1995.919164
2186,1995.919164
2187,1999.230694
2188,1995.919164
2190,1995.919164
2191,1995.919164
2192,1993.310191
2193,1999.230694
2194,1999.230694
2195,2005.3875
2196,1995.919164
2198,1995.919164
2201,1999.636897
2202,1995.919164
2205,1999.636897
2207,1995.919164
2208,1993.310191
2209,1992.441763
2210,1992.441763
2211,1999.636897
2214,1992.441763
2215,1995.919164
2216,1995.919164
2217,1995.919164
2219,1999.230694
2220,1992.441763
2221,1999.636897
2222,1995.919164
2226,1999.230694
2227,1993.310191
2231,1995.919164
2233,1995.919164
2235,1992.441763
2236,1995.919164
2237,1995.919164
2238,1995.919164
2239,1999.636897
2241,1995.919164
2243,1992.441763
2244,2005.3875
2246,1993.310191
2247,1999.230694
2248,1999.636897
2250,1999.230694
2251,1995.919164
2253,1995.919164
2254,1999.636897
2255,1999.636897
2256,1993.310191
2257,1999.230694
2258,1999.636897
2259,1999.636897
2263,1995.919164
2265,1999.636897
2266,1995.919164
2267,1995.919164
2268,1999.636897
2270,1992.441763
2272,1995.919164
2273,1999.230694
2278,1992.441763
2280,1992.441763
2283,1995.919164
2284,1995.919164
2286,1993.310191
2287,1999.636897
2290,1995.919164
2296,1999.636897
2298,1999.636897
2300,1995.919164
2301,1995.919164
2304,1995.919164
2306,1995.919164
2307,1995.919164
2309,1995.919164
2310,1993.310191
2312,1995.919164
2313,1999.230694
2314,1995.919164
2315,1995.919164
2316,1999.230694
2317,1993.310191
2318,1999.636897
2319,2005.3875
2320,1999.230694
2321,1995.919164
2328,1999.636897
2329,1999.636897
2331,1993.310191
2333,1995.919164
2334,1995.919164
2336,1995.919164
2337,1992.441763
2338,1995.919164
2340,1999.636897
2344,1995.919164
2345,1993.310191
2346,1999.636897
2347,1999.230694
2349,1999.636897
2350,1995.919164
2354,1999.230694
2355,1999.636897
2357,1993.310191
2360,1993.310191
2361,1992.441763
2363,1995.919164
2365,1999.230694
2367,1999.230694
2370,1995.919164
2371,1995.919164
2372,1999.636897
2373,1995.919164
2374,1992.441763
2375,1999.230694
2376,1999.230694
2377,1993.310191
2379,1999.230694
2384,1999.636897
2385,1999.636897
2386,1993.310191
2388,1995.919164
2389,1995.919164
2391,1995.919164
2394,1992.441763
2395,1993.310191
2396,1995.919164
2397,1999.636897
2399,1999.636897
2403,1993.310191
2404,1999.230694
2405,1999.230694
2407,1999.636897
2408,1995.919164
2410,1995.919164
2411,1995.919164
2413,1999.230694
2414,1995.919164
2415,1995.919164
2417,1995.919164
2418,1993.310191
2419,1999.636897
2423,1995.919164
2425,1999.636897
2426,1999.636897
2427,1999.636897
2430,1999.230694
2432,1995.919164
2433,1995.919164
2434,1999.230694
2435,1999.636897
2436,1993.310191
2437,1999.636897
2438,1999.230694
2439,1995.919164
2441,1995.919164
2442,1995.919164
2444,1999.636897
2445,1995.919164
2447,1995.919164
2449,1995.919164
2450,1995.919164
2451,1999.636897
2452,1995.919164
2453,1995.919164
2455,1995.919164
2457,1993.310191
2459,1995.919164
2460,1995.919164
2461,1999.636897
2462,1995.919164
2463,1995.919164
2464,1995.919164
2465,1999.636897
2466,1995.919164
2468,1995.919164
2469,1995.919164
2471,1999.636897
2472,1995.919164
2473,1999.636897
2474,1995.919164
2475,1995.919164
2478,1995.919164
2479,1995.919164
2480,1995.919164
2481,1999.230694
2482,1999.636897
2483,1999.636897
2485,1995.919164
2486,1999.636897
2487,1999.230694
2488,1999.230694
2492,1995.919164
2494,1995.919164
2495,1995.919164
2496,1995.919164
2498,1995.919164
2500,1995.919164
